data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp
370691,434,LBY195,195,2011-03-04,2011,1,Riots/Protests,"Protesters (Libya)",,6,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,16,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Financial Times",International,"Protesters gather at Green Square in the center of the city to denounce Gaddafi. The group is quickly dispersed by security forces and tear gas.",0,1517243930
370692,434,LBY196,196,2011-03-04,2011,1,"Headquarters or base established","Military Forces of Libya (1969-2011)",,1,,,0,10,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"The Canadian Press",International,"Fighters loyal to Gaddafi set up checkpoints in Tripoli, searching cars, ahead of planned anti-government protests.",0,1517243930
370693,434,LBY197,197,2011-03-04,2011,1,"Battle-No change of territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)",,1,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,"The Irish Examiner",International,"Gaddafi forces launch a new bid for the city Zawifa. At least eighteen dead. Rebels are eventually able to repel them.",18,1517243930
370694,434,LBY198,198,2011-03-04,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Surt,Surt,,"Bin Jawad",30.8042,18.0772,1,"Africa Research Bulletin",Regional,"Intense fighting reported in Bin Jawwad.",0,1517243930
370695,434,LBY199,199,2011-03-04,2011,1,"Violence against civilians","Protesters (Libya)",,6,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,16,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tagiura,32.8817,13.3506,1,Republica,Regional,"Protesters gather outside Murad Agha mosque after noon prayers to denounce Gaddafi. Security forces fire teargas to disperse them and other weapons to disperse them. The protesters numbered more than 400. 37 reported dead.",37,1517243930
370696,434,LBY180,180,2011-03-03,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Brega,30.4062,19.5739,1,"Agence France Presse",International,"Libyan warplane bombs the rebel town of Brega, two days after a land battle had claimed they lives of twelve. Witnesses report no causalities.",0,1517243930
370697,434,LBY181,181,2011-03-03,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Brega,30.4062,19.5739,1,"Agence France Presse",International,"Rebel forces report they have captured 100 of Gaddafis forces during fighting in Brega.",0,1517243930
370698,434,LBY182,182,2011-03-03,2011,1,"Strategic development","Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,,,0,10,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,"Agence France Presse",International,"Three Dutch Marines are captured by Gaddafi forces when their helicopter crashes as they attempted to evacuate civilians from Sirte.",0,1517243930
370699,434,LBY183,183,2011-03-03,2011,1,"Strategic development","Tuareg Ethnic Militia (Niger)","Militia (Pro-Government)",4,,,0,40,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"Recruitment:RECRUITMENT: Eight hundred Tuareg originating from Mali, Algeria and Burkina Faso have been recruited by Libya to fight on Kadhafis side,"" a Malian security source told AFP.",0,1517243930
370700,434,LBY184,184,2011-03-03,2011,1,"Violence against civilians","Unidentified Armed Group (Libya)",,3,"Civilians (International)",,7,37,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Agence France Presse",International,"Two Red Cross ambulances came under fire by an unknown group.",0,1517243930
370701,434,LBY185,185,2011-03-03,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Ajdabiya,30.7554,20.2263,1,APANEWS,International,"Ariel bombing target a rebel-held ammunition depot in the outskirts of a city. No reported injuries.",0,1517243930
370702,434,LBY186,186,2011-03-03,2011,1,"Remote violence","Military Forces of Libya (1969-2011)",,1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Al Butnan","Al Butnan",,Bardiyah,31.7561,25.0865,1,APANEWS,International,"Four killed in an aerial bombardment by Gaddafi forces.",4,1517243930
370703,434,LBY187,187,2011-03-03,2011,2,"Violence against civilians","Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Financial Times",International,"Reports of loyalist forces carrying out a series of pre-emptive raid on the homes of civilians around the capital. Dates of raids conflicting.",0,1517243930
370704,434,LBY178,178,2011-03-02,2011,1,"Battle-No change of territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,12,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Brega,30.4062,19.5739,1,"Dow Jones International News",International,"Twelve fighters are killed during a fight with security forces in a port city. Rebel forces are eventually able to repel their attackers.",12,1517243930
370705,434,LBY179,179,2011-03-02,2011,1,"Violence against civilians","Military Forces of Libya (1969-2011)",,1,"Civilians (International)",,7,17,"Northern Africa",Libya,Ajdabiya,"Al Wahat",,Brega,30.4062,19.5739,1,Reuters,International,"A British civilian is shot and killed when Gaddafi forces launch an attack.",1,1517243930
370706,434,LBY174,174,2011-03-01,2011,1,"Battle-No change of territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)",,1,12,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Gharyan,32.1722,13.0203,1,"Agence France Presse",International,"Gaddafi forces attempt to take Gharyan from opposition forces, but are unsuccessful. No report of causalities.",0,1517243930
370707,434,LBY175,175,2011-03-01,2011,1,"Battle-No change of territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)",,1,12,"Northern Africa",Libya,"Al Marqab","Al Marqab",,Zlitan,32.4674,14.5687,1,"Agence France Presse",International,"Gaddafi forces attempt to take Zlitan from opposition forces, but are unsuccessful. No report of causalities.",0,1517243930
370708,434,LBY176,176,2011-03-01,2011,1,"Battle-No change of territory","Libyan Rebel Forces","Rioters (Libya)",2,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,Republica,Regional,"Rebel forces repel a government effort to take back a captured city. Casualties inflicted, however, numbers are not provided.",0,1517243930
370709,434,LBY177,177,2011-03-01,2011,3,"Remote violence","Military Forces of the United States","Operation Unified Protector: NATO Mission in Libya (2011-2011)",8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,3,Alwasat,National,"Throughout the month of March the US Air Force, with the cooperation of NATO, used B-52s and B1Bs to attack targets throughout Libya, before the NATO ally officially became entangled in the Civil War.",0,1517243930
370710,434,LBY169,169,2011-02-28,2011,1,"Strategic development","Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,,,0,10,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Agence France Presse",International,"Arrest:Four Jordanian nationals arrested by security forces for unknown reasons.",0,1517243930
370711,434,LBY170,170,2011-02-28,2011,1,"Violence against civilians","Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,"Civilians (Libya)",,7,17,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"Agence France Presse",International,"Two killed and one wounded when security forces open fire on a group of passersby.",2,1517243930
370712,434,LBY171,171,2011-02-28,2011,1,Riots/Protests,"Protesters (Libya)",,6,,,0,60,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,"The Times (UK)",International,"Protesters gather to denounce Gaddafi. One individual throws himself into a grave to demonstrate he is willing to die for his beliefs.",0,1517243930
370713,434,LBY172,172,2011-02-28,2011,1,"Battle-Non-state actor overtakes territory","Libyan Rebel Forces",,2,"Police Forces of Libya (1969-2011)",,1,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"BBC Monitoring Newsfile",National,"Misratah city and its airport are in complete control of rebels/protesters following a battle over many days. Causalities unclear.",0,1517243930
370714,434,LBY173,173,2011-02-28,2011,1,"Violence against civilians","Protesters (Libya)",,6,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,16,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tagiura,32.8817,13.3506,1,ArabianBusiness.com,Other,"Protesters gather in a Tripoli neighborhood to denounce the Gaddafi regime. Security forces open fire into the air and bullets fell upon the crowd, came at them with tanks, and they were quickly dispersed. One report states 17 were killed.",17,1517243930
370715,434,LBY161,161,2011-02-27,2011,2,"Battle-Non-state actor overtakes territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,12,"Northern Africa",Libya,Nalut,Nalut,,"Al Hawamid",31.9753,11.1622,1,"Agence France Presse",International,"Rebel forces capture several towns in the west. Causalities and exact dates not reported.",0,1517243930
370716,434,LBY162,162,2011-02-27,2011,2,"Battle-Non-state actor overtakes territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,12,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Gharyan,32.1722,13.0203,1,"Agence France Presse",International,"Rebel forces capture several towns in the west. Causalities and exact dates not reported.",0,1517243930
370717,434,LBY163,163,2011-02-27,2011,2,"Battle-Non-state actor overtakes territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,12,"Northern Africa",Libya,Yafran-Jadu,"Al Jabal al Gharbi",,Jadu,31.9582,12.0203,1,"Agence France Presse",International,"Rebel forces capture several towns in the west. Causalities and exact dates not reported.",0,1517243930
370718,434,LBY164,164,2011-02-27,2011,2,"Battle-Non-state actor overtakes territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,12,"Northern Africa",Libya,Nalut,Nalut,,Kabaw,31.8472,11.3306,1,"Agence France Presse",International,"Rebel forces capture several towns in the west. Causalities and exact dates not reported.",0,1517243930
370719,434,LBY165,165,2011-02-27,2011,2,"Battle-Non-state actor overtakes territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,12,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Kiklah,32.0833,12.7,1,"Agence France Presse",International,"Rebel forces capture several towns in the west. Causalities and exact dates not reported.",0,1517243930
370720,434,LBY166,166,2011-02-27,2011,2,"Battle-Non-state actor overtakes territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,12,"Northern Africa",Libya,Nalut,Nalut,,Nalut,31.8685,10.9812,1,"Agence France Presse",International,"Rebel forces capture several towns in the west. Causalities and exact dates not reported.",0,1517243930
370721,434,LBY167,167,2011-02-27,2011,2,"Battle-Non-state actor overtakes territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,12,"Northern Africa",Libya,Gharyan,"Al Jabal al Gharbi",,Yafran,32.0633,12.5286,1,"Agence France Presse",International,"Rebel forces capture several towns in the west. Causalities and exact dates not reported.",0,1517243930
370722,434,LBY168,168,2011-02-27,2011,1,"Battle-Non-state actor overtakes territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,"RIA Novosti",International,"Rebel forces capture several towns in the west. Causalities not reported. This city hold the countrys largest oil refinery.",0,1517243930
370723,434,LBY157,157,2011-02-26,2011,1,"Battle-Non-state actor overtakes territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)",,1,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,"Cyprus Mail",International,"Rebel forces repel government forces who flee across the border to Tunisia. Many members of Gaddafis defect, run to opposition forces side.",0,1517243930
370724,434,LBY158,158,2011-02-26,2011,1,"Battle-Non-state actor overtakes territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)",,1,12,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tagiura,32.8817,13.3506,1,"Cyprus Mail",International,"Security forces abandon a district of the city of Tripoli. Protesters have erected barricades of rocks and palm trees across rubbish-strewn streets.",0,1517243930
370725,434,LBY159,159,2011-02-26,2011,1,"Violence against civilians","Protesters (Libya)",,6,"Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,16,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba","Al Jifarah",,Janzur,32.8187,13.0173,1,"Daily The Pak Banker",International,"Five dead when security forces open fire on protesters who were near a Mosque.",5,1517243930
370726,434,LBY160,160,2011-02-26,2011,1,"Battle-Government regains territory","Military Forces of Libya (1969-2011)","Police Forces of Libya (1969-2011)",1,"Libyan Rebel Forces",,2,12,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Tulsa World",International,"Armed bands of pro-Gaddafi supporters patrol the streets of Tripoli looking for defectors and securing areas.",0,1517243930
370727,434,LBY141,141,2011-02-25,2011,1,"Battle-Non-state actor overtakes territory","Tripoli Communal Militia (Libya)",,4,"Police Forces of Libya (1969-2011)",,1,14,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,"Mitiga Airport",32.8941,13.276,1,"Agence France Presse",International,"An armed anti-Gaddafi group takes control an airport east of Tripoli.",0,1517243930
370728,434,LBY142,142,2011-02-25,2011,1,"Battle-No change of territory","Libyan Rebel Forces",,2,"Military Forces of Libya (1969-2011)",,1,12,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Guelph Mercury",International,"Government forces attempt to take an airbase in control by rebels. Outcome and causalities unknown.",0,1517243930
370729,434,LBY143,143,2011-02-25,2011,1,Riots/Protests,"Protesters (Libya)",,6,"Police Forces of Libya (1969-2011)","Military Forces of Libya (1969-2011)",1,16,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"Guelph Mercury",International,"Protesters demanding the ousting of Gaddafi are fired upon by government forces. Casualties unknown.",0,1517243930
